"","id","premise","hypothesis","trial","response","confusing","confusing_reason","type","Answer.condition","Answer.time_in_minutes","anon_id"
"139","1470","SEN-SAM-NUN: During the questioning period, I would have felt a lot better about it if I had heard the Democrats ask the White House counsel some tough questions and some poignant questions and would have felt a lot better if the Republican side had asked the House managers some tough questions. They were really softballs thrown right over the middle of the plate on both sides and perhaps that's OK, but it did give the sense of real partisanship.","The Senate has done pretty well so far.",18,30.49,1,"It sounds conflicted.  One one hand, it's stated that the speaker would have felt a lot better if some tougher questions were asked...but then the speaker states that there was a ""sense or real partisanship"".","target-prior",2,12.4749833333333,39
"140","441","<i>(No context.)</i>","Washington had the opportunities this turnaround presents before.",9,63.03,1,"Sounds sensible (the statement) but there is no context to go off (I realize this type of scenario was addressed in the instructions).","target-prior",2,9.81193333333333,39
"141","138","<i>(No context.)</i>","Scientists didn't understand the molecular changes invovled in nuclear reprogramming.",11,49.85,1,"I had to put the slider as close to 50% as I could as there was no context provided here.","target-prior",2,13.6156833333333,39
"142","1929"," In seizing his own Mideast moment, Obama offered a speech that was in some ways notable for what he did not mention.","Obama attempted to mention Saudi Arabia",18,33.69,0,"","target-prior",2,13.3447666666667,39
"143","2282","This is a question that everyone asks in our region. Israel's neighbors--Iran's neighbors know that Iran will become even more aggressive and sponsor even more terrorism when its economy is unshackled and it's been given a clear path to the bomb.","Many of these neighbors will respond by racing to get nuclear weapons of their own",20,71.01,0,"","target-prior",2,13.3447666666667,39
"144","2413","On the landside transit level near a main terminal entrance, vintage gray and red seating has been removed in favor of new couches and chairs, some with charging stations. Greenery has been added to make it more "" warm and welcoming.","The area has been painted.",15,72.08,0,"","target-prior",2,15.0281666666667,39
"145","1617"," Muslims and Croats endorsed independence by 99.4 percent, while the Serbs boycotted a vote their leaders said was illegal.","Women and children suffered abuse and humiliation.",10,61.58,1,"I just can't be sure that women and children are related to these votes.","target-prior",2,13.6156833333333,39
"146","2242","But I'll be honest with you. Every time you sit down at night","The democracies of the world are going to learn that terror is terror.",17,100,1,"The text and statement appear to have no bearing on each other.  With that said, based on what I know about the world, terror is indeed terror (be definition) and any democracy would know that.  So, I chose 100%.","target-prior",2,13.7094666666667,39
"147","1739","Well, there was no war. Obviously, the US military was there, but we didn't wage war.","Iraq is a country.",12,100,0,"","target-prior",2,13.6156833333333,39
"148","545","But by then, Drew says, there were strains in the marriage. Mr-PETERSON:","Our relationship didn't deteriorate before.",24,4.73,0,"","target-prior",2,12.4749833333333,39
"149","327"," Sarah had already told Molly that she had no family and the father didn't know of the baby's existence.","She had considered before whether to tell him.",7,66.59,0,"","target-prior",2,9.81193333333333,39
"150","1338","And tonight, you'll understand why, as Lynn Sherr takes you on a rare visit into a private world--a place that often holds the key to a black man's success, even his very survival. It's been written that men are what their mothers made them.","What you're about to see is a testament.",8,93.47,0,"","target-prior",2,13.6156833333333,39
"151","947","We don't see them on the street. Again, as we said earlier, we see glimpses of what they might have been, what hopefully they might become.","Tommy is an animal.",27,100,1,"Another tricky one in this difficult set.  Tommy isn't mentioned in the initial text but that's generally a human name...and all humans are also animals.  Either that, or there is an animal named Tommy.  Either way, that's 100% based on what I know of the world.","target-prior",2,13.6156833333333,39
"152","180","He was very close to completing both of the books. He'd done a lot of work on both of them.","something happens next.",13,100,0,"","target-prior",2,13.6156833333333,39
"153","1988"," Mashable is a leading global media company that informs, inspires and entertains the digital generation.","Storytelling has been defined before",21,100,0,"","target-prior",2,9.81193333333333,39
"154","1087","<i>(No context.)</i>","Baltimore County police were asked to say whether they have found the gun used in the crime.",12,63.46,0,"","target-prior",2,9.81193333333333,39
"155","748","She tells her story in a halting whisper and refuses to give her full name. But she has learned to read and write, to sew and to cut hair.","She joined (saw) her family before.",5,37.4,0,"","target-prior",2,12.4749833333333,39
"156","1423","A tall man wearing camouflage clothes and a Crocodile Dundee hat steps out of the driver's side. He nods as they approach.","Her mother would have said something about all this.",7,48.65,0,"","target-prior",2,13.3447666666667,39
"157","367"," The convictions were thrown out after a white man admitted to the murders, but during a retrial, the confession was ruled inadmissible and Pitts and Lee were convicted again.","They spent nine years on death row.",10,65.04,0,"","target-prior",2,13.3447666666667,39
"158","2289","They didn't even have the guts to go down swinging. KWAME-HOLMAN:","Capture of the airfield will help prevent high level Iraqi leaders from leaving the country.",27,69.1,1,"The statement makes logical sense based on my understanding of the world but has no apparent connection to the initial text.","target-prior",2,13.7094666666667,39
"159","1998","The pilot brought us into position behind and to the left of the bears. Ramsay, like a modern day Buffalo Bill, rifle to his shoulder, leaned out the door, squinted through the scope, and fired a tranquilizer dart into the rump of the first bear.","His tranquilizer gun had been loaded before",26,100,0,"","target-prior",2,13.3447666666667,39
"160","1040","Sometimes, like it or not, I dream I am sick with the Plague and living in that smoky little hut with the old woman. ....","I am very doubtful, untrusting.",14,73.92,0,"","target-prior",2,13.7094666666667,39
"161","129"," I tried to start the car, but the engine didn't make a sound.","I was turning the key earlier.",4,100,0,"","target-prior",2,13.7094666666667,39
"162","196","First Meridian. which is contesting the charges in court.","the fees for these plans were its sole source of income.",21,19.28,0,"","target-prior",2,15.0281666666667,39
"163","616","Two months earlier, Mattel rescinded its $5.2 billion offer to buy Hasbro following Hasbro's insistence the deal would never clear antitrust hurdles. ","Nothing has changed.",8,0,0,"","target-prior",2,15.0281666666667,39
"164","960","And at that point, worrying about my parents' relationship seemed as unnecessary as finding the answer to a puzzle on a stupid TV show. They were fine, holding hands or not.","We previously had been driving.",19,72.48,0,"","target-prior",2,13.6156833333333,39
"165","421","Thanks to a declining economy and the national mania for ""downsizing,"" Mel loses her job. As she searches-with growing desperation-to find another job, it becomes increasingly apparent that her husband's business is also in trouble.","Mel's husband had an assignment before.",20,94.05,0,"","target-prior",2,13.6156833333333,39
